,bert_precision,bert_recall,bert_f1,bleu_score,bleu_counts,bleu_totals,bleu_precisions,bleu_bp,bleu_sys_len,bleu_ref_len,rouge_rouge1,rouge_rouge2,rouge_rougeL,rouge_rougeLsum
58,0.9434019923210144,0.940668523311615,0.9420332908630371,47.01530436648399,"[21, 14, 10, 7]","[27, 26, 25, 24]","[77.77777777777777, 53.84615384615385, 40.0, 29.166666666666668]",1.0,27,25,0.8085106382978724,0.5777777777777778,0.5531914893617021,0.5531914893617021
59,0.9324221014976501,0.9287592768669128,0.930587112903595,46.581831280160074,"[34, 24, 19, 13]","[47, 46, 45, 44]","[72.34042553191489, 52.17391304347826, 42.22222222222222, 29.545454545454547]",1.0,47,39,0.7045454545454547,0.5116279069767442,0.5,0.5
60,1.0,1.0,1.0,100.00000000000004,"[9, 8, 7, 6]","[9, 8, 7, 6]","[100.0, 100.0, 100.0, 100.0]",1.0,9,9,1.0,1.0,1.0,1.0
61,0.9628679156303406,0.9628679752349854,0.9628679156303406,54.10822690539397,"[8, 6, 3, 1]","[8, 7, 6, 5]","[100.0, 85.71428571428571, 50.0, 20.0]",1.0,8,8,1.0,0.6666666666666666,0.7142857142857143,0.7142857142857143
62,0.9518941640853882,0.9006080627441406,0.9255411624908447,36.54467896449576,"[22, 18, 13, 10]","[23, 22, 21, 20]","[95.65217391304348, 81.81818181818181, 61.904761904761905, 50.0]",0.5209121273117441,23,38,0.6666666666666666,0.42307692307692313,0.5925925925925926,0.5925925925925926
63,0.9298945665359497,0.9362932443618774,0.9330829381942749,52.7938657683354,"[33, 26, 16, 8]","[36, 35, 34, 33]","[91.66666666666667, 74.28571428571429, 47.05882352941177, 24.242424242424242]",1.0,36,35,0.7076923076923077,0.47619047619047616,0.588235294117647,0.588235294117647
64,0.9925391674041748,0.9925391674041748,0.9925391674041748,74.00828044922856,"[16, 13, 9, 7]","[16, 15, 14, 13]","[100.0, 86.66666666666667, 64.28571428571429, 53.84615384615385]",1.0,16,16,0.8666666666666667,0.7142857142857143,0.8666666666666667,0.8666666666666667
65,0.9665898084640503,0.9299983382225037,0.9406513571739197,65.02414485696939,"[25, 21, 18, 15]","[25, 24, 23, 22]","[100.0, 87.5, 78.26086956521739, 68.18181818181819]",0.7866278610665535,25,31,0.888888888888889,0.7307692307692308,0.8148148148148148,0.8148148148148148
66,1.0,1.0,1.0,100.00000000000004,"[11, 10, 9, 8]","[11, 10, 9, 8]","[100.0, 100.0, 100.0, 100.0]",1.0,11,11,1.0,1.0,1.0,1.0
67,0.9902242422103882,0.9902242422103882,0.9902242422103882,88.06626677278207,"[20, 18, 16, 15]","[21, 20, 19, 18]","[95.23809523809524, 90.0, 84.21052631578948, 83.33333333333333]",1.0,21,21,0.9500000000000001,0.8947368421052632,0.9500000000000001,0.9500000000000001
68,0.9503411650657654,0.9582070708274841,0.9542579054832458,54.1728338585597,"[20, 14, 9, 6]","[22, 21, 20, 19]","[90.9090909090909, 66.66666666666667, 45.0, 31.57894736842105]",1.0,22,22,0.8695652173913043,0.6818181818181818,0.5833333333333334,0.5833333333333334
69,0.8799854516983032,0.8831741213798523,0.8806807994842529,49.13661063630407,"[33, 20, 14, 10]","[37, 36, 35, 34]","[89.1891891891892, 55.55555555555556, 40.0, 29.41176470588235]",1.0,37,36,0.696969696969697,0.48571428571428577,0.41666666666666663,0.41666666666666663
70,0.9053971171379089,0.8713843822479248,0.8880651593208313,22.4793480884936,"[18, 11, 6, 2]","[25, 24, 23, 22]","[72.0, 45.833333333333336, 26.08695652173913, 9.090909090909092]",0.7557837414557255,25,32,0.6153846153846154,0.36000000000000004,0.576923076923077,0.576923076923077
71,0.9463023543357849,0.9519293308258057,0.9491074681282043,66.4015316018796,"[40, 32, 24, 17]","[42, 41, 40, 39]","[95.23809523809524, 78.04878048780488, 60.0, 43.58974358974359]",1.0,42,42,0.8767123287671234,0.619718309859155,0.547945205479452,0.547945205479452
72,0.9321680068969727,0.9089968204498291,0.9204366207122803,65.79136330140355,"[37, 28, 21, 17]","[39, 38, 37, 36]","[94.87179487179488, 73.6842105263158, 56.75675675675676, 47.22222222222222]",1.0,39,37,0.8108108108108107,0.6666666666666667,0.6216216216216216,0.6216216216216216
73,0.9395279288291931,0.9378451704978943,0.9386857748031616,69.5268345227954,"[44, 39, 33, 29]","[53, 52, 51, 50]","[83.01886792452831, 75.0, 64.70588235294117, 58.0]",1.0,53,50,0.7741935483870969,0.6813186813186813,0.6808510638297872,0.6808510638297872
74,1.0000001192092896,1.0000001192092896,1.0000001192092896,100.00000000000004,"[5, 4, 3, 2]","[5, 4, 3, 2]","[100.0, 100.0, 100.0, 100.0]",1.0,5,5,1.0,1.0,1.0,1.0
75,1.0000001192092896,1.0000001192092896,1.0000001192092896,100.00000000000004,"[11, 10, 9, 8]","[11, 10, 9, 8]","[100.0, 100.0, 100.0, 100.0]",1.0,11,11,1.0,1.0,1.0,1.0
76,0.9431635141372681,0.9310994148254395,0.9360325336456299,47.75205461960747,"[15, 11, 6, 3]","[17, 16, 15, 14]","[88.23529411764706, 68.75, 40.0, 21.428571428571427]",1.0,17,17,0.8275862068965518,0.5925925925925927,0.689655172413793,0.689655172413793
77,0.9232347011566162,0.9229627847671509,0.9230987429618835,65.81676148815907,"[45, 38, 31, 23]","[52, 51, 50, 49]","[86.53846153846153, 74.50980392156863, 62.0, 46.93877551020408]",1.0,52,50,0.7727272727272727,0.5813953488372093,0.5454545454545454,0.5454545454545454
78,0.96886146068573,0.9697278738021851,0.9692944884300232,51.18285025257892,"[14, 10, 7, 4]","[17, 16, 15, 14]","[82.3529411764706, 62.5, 46.666666666666664, 28.571428571428573]",1.0,17,17,0.8235294117647058,0.625,0.8235294117647058,0.8235294117647058
79,0.9103387594223022,0.9378194808959961,0.9238747954368591,34.67943130528554,"[34, 18, 11, 7]","[44, 43, 42, 41]","[77.27272727272727, 41.86046511627907, 26.19047619047619, 17.073170731707318]",1.0,44,42,0.6933333333333334,0.4266666666666667,0.5675675675675675,0.5675675675675675
80,0.9284070134162903,0.8995023369789124,0.9137261509895325,37.19212753636189,"[24, 16, 9, 5]","[26, 25, 24, 23]","[92.3076923076923, 64.0, 37.5, 21.73913043478261]",0.7939226578179512,26,32,0.7500000000000001,0.43478260869565216,0.6249999999999999,0.6249999999999999
81,1.0,1.0,1.0,100.00000000000004,"[6, 5, 4, 3]","[6, 5, 4, 3]","[100.0, 100.0, 100.0, 100.0]",1.0,6,6,1.0,1.0,1.0,1.0
82,0.9688439965248108,0.9630911350250244,0.9659590721130371,70.8275073944966,"[22, 17, 13, 11]","[23, 22, 21, 20]","[95.65217391304348, 77.27272727272727, 61.904761904761905, 55.0]",1.0,23,21,0.9047619047619048,0.75,0.9047619047619048,0.9047619047619048
